tair_id,gene_length,in_rnaseq,in_microarray
AT1G03850,1441.0,True,True
AT1G03860,1700.0,True,True
AT1G03870,1164.0,True,True
AT1G03880,1633.0,True,True
AT1G03890,1520.0,True,True
AT1G03900,1239.0,True,True
AT1G03905,1760.0,True,True
AT1G03910,2697.0,True,True
AT1G03920,2298.0,True,True
AT1G03930,2419.0,True,True
AT1G03940,1918.0,True,False
AT1G03950,1023.0,True,True
AT1G03960,2768.0,True,True
AT1G03970,1190.0,True,True
AT1G03980,1697.0,True,True
AT1G03982,1290.0,True,False
AT1G03990,2384.0,True,True
AT1G04000,1267.0,True,True
AT1G04010,2669.0,True,True
AT1G04020,2480.0,True,True
AT1G04027,154.0,True,False
AT1G04030,1854.0,True,True
AT1G04040,1086.0,True,True
AT1G04050,3166.0,True,True
AT1G04057,187.0,True,False
AT1G04060,,False,True
AT1G04063,468.0,True,False
AT1G04070,690.0,True,True
AT1G04080,3749.0,True,True
AT1G04087,209.0,True,False
AT1G04090,2110.0,True,True
AT1G04100,1308.0,True,True
AT1G04103,1325.0,True,False
AT1G04107,,True,False
AT1G04110,2513.0,True,True
AT1G04120,5620.0,True,True
AT1G04130,1517.0,True,True
AT1G04133,422.0,True,False
AT1G04140,3140.0,True,True
AT1G04150,3408.0,True,True
AT1G04160,5282.0,True,True
AT1G04167,216.0,True,False
AT1G04170,2026.0,True,True
AT1G04180,1649.0,True,True
AT1G04183,2007.0,True,False
AT1G04190,1418.0,True,True
AT1G04200,3102.0,True,True
AT1G04207,212.0,True,False
AT1G04210,4016.0,True,False
AT1G04220,2044.0,True,True
AT1G04230,1999.0,True,True
AT1G04233,392.0,True,False
AT1G04240,1355.0,True,True
AT1G04247,2302.0,True,False
AT1G04250,1317.0,True,True
AT1G04260,1287.0,True,True
AT1G04263,101.0,True,False
AT1G04270,923.0,True,True
AT1G04280,2510.0,True,False
AT1G04290,1133.0,True,True
AT1G04295,552.0,True,False
AT1G04300,4049.0,True,True
AT1G04310,2596.0,True,True
AT1G04330,694.0,True,True
AT1G04340,1044.0,True,True
AT1G04350,2066.0,True,True
AT1G04353,1461.0,True,False
AT1G04360,1747.0,True,True
AT1G04363,282.0,True,False
AT1G04370,736.0,True,False
AT1G04380,1872.0,True,True
AT1G04390,3466.0,True,True
AT1G04393,404.0,True,False
AT1G04400,2728.0,True,True
AT1G04410,1613.0,True,True
AT1G04420,1539.0,True,True
AT1G04423,153.0,True,False
AT1G04425,457.0,True,False
AT1G04430,2948.0,True,True
AT1G04440,2407.0,True,True
AT1G04445,1180.0,True,False
AT1G04450,1057.0,True,False
AT1G04455,354.0,True,False
AT1G04470,3611.0,True,True
AT1G04480,822.0,True,True
AT1G04490,2501.0,True,True
AT1G04500,1927.0,True,True
AT1G04510,2199.0,True,True
AT1G04513,1101.0,True,False
AT1G04520,1569.0,True,True
AT1G04530,1524.0,True,True
AT1G04533,560.0,True,False
AT1G04540,2446.0,True,True
AT1G04543,,True,False
AT1G04550,1509.0,True,True
AT1G04555,991.0,True,False
AT1G04560,855.0,True,True
AT1G04567,396.0,True,False
AT1G04570,2163.0,True,False
AT1G04580,4604.0,True,True
AT1G04590,1418.0,True,True
AT1G04600,5766.0,True,True
AT1G04610,1774.0,True,True
AT1G04620,2222.0,True,True
AT1G04625,774.0,True,False
AT1G04630,745.0,True,True
AT1G04635,725.0,True,False
AT1G04640,1376.0,True,True
AT1G04645,494.0,True,True
AT1G04647,1108.0,True,False
AT1G04650,3429.0,True,True
AT1G04660,1406.0,True,True
AT1G04670,763.0,True,True
AT1G04680,2074.0,True,True
AT1G04683,275.0,True,False
AT1G04690,1609.0,True,True
AT1G04700,4109.0,True,True
AT1G04710,1672.0,True,True
AT1G04720,75.0,True,False
AT1G04730,3257.0,True,True
AT1G04733,189.0,True,False
AT1G04750,1782.0,True,True
AT1G04760,1445.0,True,True
AT1G04770,1284.0,True,True
AT1G04778,848.0,True,False
AT1G04780,3161.0,True,True
AT1G04790,2751.0,True,True
AT1G04800,1027.0,True,True
AT1G04810,3435.0,True,True
AT1G04820,1971.0,True,True
AT1G04830,2035.0,True,True
AT1G04840,2703.0,True,True
AT1G04850,2067.0,True,True
AT1G04857,203.0,True,False
AT1G04860,3438.0,True,True
AT1G04870,1626.0,True,True
AT1G04880,1767.0,True,True
AT1G04890,2023.0,True,False
AT1G04897,153.0,True,False
AT1G04900,1734.0,True,True
AT1G04907,160.0,True,False
AT1G04910,2097.0,True,True
AT1G04920,3626.0,True,True
AT1G04930,1519.0,True,True
AT1G04940,1198.0,True,True
AT1G04945,2680.0,True,False
AT1G04950,2363.0,True,True
AT1G04960,1763.0,True,True
AT1G04970,2082.0,True,True
AT1G04980,1667.0,True,True
AT1G04985,2122.0,True,True
AT1G04990,2344.0,True,True
AT1G04993,90.0,True,False
AT1G05000,2909.0,True,True
AT1G05005,684.0,True,False
AT1G05010,1529.0,True,True
AT1G05013,248.0,True,False
AT1G05020,2609.0,True,True
AT1G05030,2412.0,True,True
AT1G05040,1011.0,True,True
AT1G05050,,False,True
AT1G05055,1597.0,True,False
AT1G05060,1029.0,True,True
AT1G05061,,True,False
AT1G05063,,True,False
AT1G05065,717.0,True,False
AT1G05070,991.0,True,True
AT1G05080,1320.0,True,False
AT1G05085,375.0,True,False
AT1G05090,1514.0,True,True
AT1G05100,1341.0,True,True
AT1G05107,321.0,True,False
AT1G05113,200.0,True,False
AT1G05120,3025.0,True,True
AT1G05130,,False,True
AT1G05135,,True,False
AT1G05140,1514.0,True,True
AT1G05150,2961.0,True,True
AT1G05153,286.0,True,False
AT1G05160,2136.0,True,True
AT1G05167,,True,False
AT1G05170,2358.0,True,True
AT1G05180,2169.0,True,True
AT1G05190,1051.0,True,True
AT1G05200,3783.0,True,True
AT1G05205,617.0,True,True
AT1G05210,770.0,True,True
AT1G05217,244.0,True,False
AT1G05230,4132.0,True,True
AT1G05240,2478.0,True,False
AT1G05250,1492.0,True,True
AT1G05257,116.0,True,False
AT1G05260,1254.0,True,True
AT1G05270,1743.0,True,True
AT1G05273,194.0,True,False
AT1G05280,2299.0,True,True
AT1G05290,1126.0,True,True
AT1G05291,724.0,True,False
AT1G05300,2178.0,True,True
AT1G05310,1447.0,True,True
AT1G05313,328.0,True,False
AT1G05320,3412.0,True,True
AT1G05330,688.0,True,True
AT1G05340,791.0,True,True
AT1G05350,1913.0,True,True
AT1G05353,197.0,True,False
AT1G05360,2354.0,True,True
AT1G05370,1714.0,True,True
AT1G05373,217.0,True,False
AT1G05380,4308.0,True,True
AT1G05385,887.0,True,True
AT1G05390,74.0,True,False
AT1G05400,996.0,True,True
AT1G05410,1758.0,True,True
AT1G05417,74.0,True,False
AT1G05420,1040.0,True,False
AT1G05423,82.0,True,False
AT1G05427,97.0,True,False
AT1G05430,1176.0,True,True
AT1G05433,69.0,True,False
AT1G05440,1619.0,True,True
AT1G05450,927.0,True,True
AT1G05460,3382.0,True,True
AT1G05463,194.0,True,False
AT1G05470,3568.0,True,True
AT1G05480,,False,True
AT1G05490,4735.0,True,True
AT1G05500,2247.0,True,True
AT1G05503,,True,False
AT1G05510,980.0,True,True
AT1G05520,2944.0,True,True
AT1G05530,1666.0,True,True
AT1G05540,1472.0,True,True
AT1G05543,674.0,True,False
AT1G05550,1858.0,True,True
AT1G05560,2136.0,True,True
AT1G05562,2136.0,True,False
AT1G05563,68.0,True,False
AT1G05570,6916.0,True,True
AT1G05575,710.0,True,True
AT1G05577,1520.0,True,False
AT1G05580,2976.0,True,True
AT1G05590,2480.0,True,True
AT1G05600,1849.0,True,True
AT1G05610,1626.0,True,True
AT1G05615,519.0,True,False
AT1G05620,1752.0,True,True
AT1G05627,191.0,True,False
AT1G05630,4079.0,True,True
AT1G05637,87.0,True,False
AT1G05640,2338.0,True,False
AT1G05650,1500.0,True,True
AT1G05660,1534.0,True,False
AT1G05670,3419.0,True,True
AT1G05673,111.0,True,False
AT1G05675,1493.0,True,False
AT1G05680,1755.0,True,True
AT1G05690,1948.0,True,True
AT1G05700,3004.0,True,True
AT1G05710,2163.0,True,True
AT1G05720,840.0,True,True
AT1G05730,1463.0,True,False
AT1G05740,519.0,True,True
AT1G05750,3226.0,True,True
AT1G05760,682.0,True,True
AT1G05770,785.0,True,True
AT1G05780,864.0,True,False
AT1G05783,550.0,True,False
AT1G05785,1967.0,True,False
AT1G05790,2640.0,True,True
AT1G05797,218.0,True,False
AT1G05800,1416.0,True,True
AT1G05805,1795.0,True,True
AT1G05810,1017.0,True,True
AT1G05820,2723.0,True,False
AT1G05830,4258.0,True,False
AT1G05835,599.0,True,False
AT1G05840,1700.0,True,True
AT1G05850,1905.0,True,True
AT1G05853,101.0,True,False
AT1G05860,2052.0,True,True
AT1G05870,1796.0,True,False
AT1G05880,1827.0,True,True
AT1G05890,2669.0,True,True
AT1G05894,1591.0,True,False
AT1G05900,1579.0,True,True
AT1G05907,76.0,True,False
AT1G05910,4018.0,True,True
AT1G05913,318.0,True,False
AT1G05917,99.0,True,False
AT1G05920,1477.0,True,True
AT1G05930,957.0,True,False
AT1G05937,593.0,True,False
AT1G05940,2533.0,True,True
AT1G05950,2415.0,True,True
AT1G05960,3910.0,True,True
AT1G05970,1142.0,True,False
AT1G05980,72.0,True,False
AT1G05990,793.0,True,True
AT1G05993,83.0,True,False
AT1G06000,1587.0,True,True
AT1G06002,1634.0,True,False
AT1G06010,907.0,True,True
AT1G06020,1398.0,True,True
AT1G06030,1216.0,True,False
AT1G06040,1475.0,True,True
AT1G06043,202.0,True,False
AT1G06047,200.0,True,False
AT1G06050,1428.0,True,True
AT1G06060,1222.0,True,True
AT1G06070,2003.0,True,True
AT1G06080,1449.0,True,True
AT1G06087,123.0,True,False
AT1G06090,2313.0,True,False
AT1G06093,235.0,True,False
AT1G06100,958.0,True,True
AT1G06110,2032.0,True,True
AT1G06117,212.0,True,False
AT1G06120,1155.0,True,True
AT1G06123,209.0,True,False
AT1G06130,1571.0,True,True
AT1G06135,559.0,True,False
AT1G06137,416.0,True,False
AT1G06140,2226.0,True,True
AT1G06143,1869.0,True,False
AT1G06148,2199.0,True,False
AT1G06150,2986.0,True,True
AT1G06160,1086.0,True,True
AT1G06170,1706.0,True,True
AT1G06180,1076.0,True,True
AT1G06190,1964.0,True,True
AT1G06200,1111.0,True,True
AT1G06210,1764.0,True,True
AT1G06220,3644.0,True,True
AT1G06225,381.0,True,True
AT1G06230,3634.0,True,True
AT1G06233,103.0,True,False
AT1G06237,77.0,True,False
AT1G06240,1643.0,True,True
AT1G06243,81.0,True,False
AT1G06247,86.0,True,False
AT1G06250,1481.0,True,True
AT1G06260,1051.0,True,True
AT1G06263,90.0,True,False
AT1G06265,2366.0,True,False
AT1G06267,77.0,True,False
AT1G06270,1617.0,True,True
AT1G06277,90.0,True,False
AT1G06280,643.0,True,False
AT1G06290,2519.0,True,True
AT1G06310,2348.0,True,True
AT1G06320,667.0,True,True
AT1G06323,343.0,True,False
AT1G06330,971.0,True,False
AT1G06340,820.0,True,True
AT1G06350,1238.0,True,True
AT1G06360,1290.0,True,False
AT1G06370,,True,False
AT1G06380,1311.0,True,True
AT1G06390,1781.0,True,True
AT1G06400,1338.0,True,True
AT1G06410,3684.0,True,True
AT1G06413,211.0,True,False
AT1G06420,1150.0,True,True
AT1G06430,2900.0,True,True
AT1G06440,1909.0,True,True
AT1G06450,1380.0,True,True
AT1G06453,171.0,True,False
AT1G06460,1321.0,True,True
AT1G06470,2759.0,True,True
AT1G06473,790.0,True,False
AT1G06475,574.0,True,False
AT1G06480,74.0,True,False
AT1G06483,246.0,True,False
AT1G06490,6549.0,True,True
AT1G06497,272.0,True,False
AT1G06500,889.0,True,True
AT1G06510,1252.0,True,True
AT1G06515,680.0,True,False
AT1G06520,2313.0,True,True
AT1G06523,500.0,True,False
AT1G06530,1421.0,True,True
AT1G06533,214.0,True,False
AT1G06537,247.0,True,False
AT1G06540,1933.0,True,True
AT1G06547,85.0,True,False
AT1G06550,1584.0,True,True
AT1G06553,142.0,True,False
AT1G06560,2027.0,True,True
AT1G06567,453.0,True,False
AT1G06570,1554.0,True,True
AT1G06580,2278.0,True,True
AT1G06590,3193.0,True,True
AT1G06593,345.0,True,False
AT1G06610,73.0,True,False
AT1G06620,1578.0,True,True
AT1G06623,112.0,True,False
AT1G06630,2549.0,True,True
AT1G06640,2316.0,True,True
AT1G06643,72.0,True,False
AT1G06645,1499.0,True,False
AT1G06650,1481.0,True,True
AT1G06653,89.0,True,False
AT1G06660,1867.0,True,False
AT1G06667,86.0,True,False
AT1G06670,5210.0,True,True
AT1G06673,86.0,True,False
AT1G06680,1355.0,True,True
AT1G06690,1607.0,True,True
AT1G06700,2188.0,True,True
AT1G06710,4600.0,True,True
AT1G06720,4068.0,True,True
AT1G06730,1997.0,True,True
AT1G06740,2430.0,True,True
AT1G06750,2309.0,True,True
AT1G06760,1159.0,True,True
AT1G06763,,True,False
AT1G06770,2503.0,True,True
AT1G06780,2475.0,True,True
AT1G06790,1502.0,True,True
AT1G06800,2202.0,True,True
AT1G06810,620.0,True,True
AT1G06820,2812.0,True,True
AT1G06827,473.0,True,False
AT1G06830,550.0,True,True
AT1G06833,,True,False
AT1G06840,3268.0,True,True
AT1G06850,1532.0,True,True
AT1G06860,71.0,True,False
AT1G06870,1768.0,True,True
AT1G06883,1027.0,True,False
AT1G06890,2042.0,True,True
AT1G06900,3575.0,True,True
AT1G06903,198.0,True,False
AT1G06910,1581.0,True,False
AT1G06920,1227.0,True,False
AT1G06923,817.0,True,False
AT1G06930,1041.0,True,True
AT1G06937,219.0,True,False
AT1G06947,223.0,True,False
AT1G06950,3441.0,True,True
AT1G06960,1520.0,True,True
AT1G06963,826.0,True,False
AT1G06970,2885.0,True,True
AT1G06980,1039.0,True,True
AT1G06983,447.0,True,False
AT1G06990,1277.0,True,True
AT1G07000,2276.0,True,True
AT1G07010,1682.0,True,True
AT1G07013,286.0,True,False
AT1G07020,819.0,True,True
AT1G07025,501.0,True,True
AT1G07027,312.0,True,False
AT1G07030,1493.0,True,True
AT1G07040,1774.0,True,True
AT1G07050,1596.0,True,True
AT1G07051,230.0,True,False
AT1G07060,1325.0,True,True
AT1G07070,684.0,True,True
AT1G07080,1223.0,True,True
AT1G07090,1087.0,True,True
AT1G07100,74.0,True,False
AT1G07110,2789.0,True,True
AT1G07120,1353.0,True,True
AT1G07128,1169.0,True,False
AT1G07130,958.0,True,True
AT1G07135,908.0,True,True
AT1G07137,470.0,True,False
AT1G07140,1516.0,True,True
AT1G07143,632.0,True,False
AT1G07150,1867.0,True,True
AT1G07160,1539.0,True,True
AT1G07170,1276.0,True,True
AT1G07175,789.0,True,False
AT1G07180,2169.0,True,True
AT1G07190,165.0,False,True
AT1G07200,4065.0,True,False
AT1G07203,,True,False
AT1G07210,1204.0,True,True
AT1G07220,1942.0,True,True
AT1G07230,2170.0,True,True
AT1G07240,1900.0,True,True
AT1G07243,180.0,True,False
AT1G07247,225.0,True,False
AT1G07250,1850.0,True,True
AT1G07260,1764.0,True,True
AT1G07270,1965.0,True,True
AT1G07273,382.0,True,False
AT1G07280,3258.0,True,True
AT1G07283,155.0,True,False
AT1G07290,1901.0,True,True
AT1G07300,1548.0,True,True
AT1G07303,205.0,True,False
AT1G07310,1850.0,True,True
AT1G07317,278.0,True,False
AT1G07320,1563.0,True,True
AT1G07330,2924.0,True,True
AT1G07337,554.0,True,False
AT1G07340,1686.0,True,True
AT1G07350,1983.0,True,True
AT1G07357,214.0,True,False
AT1G07360,1819.0,True,True
AT1G07367,505.0,True,False
AT1G07370,1130.0,True,True
AT1G07380,2773.0,True,True
AT1G07390,4028.0,True,True
AT1G07400,858.0,True,False
AT1G07407,274.0,True,False
AT1G07410,1148.0,True,True
AT1G07413,282.0,True,False
AT1G07420,1872.0,True,True
AT1G07430,1906.0,True,True
AT1G07433,204.0,True,False
AT1G07437,240.0,True,False
AT1G07440,1360.0,True,True
AT1G07450,975.0,True,True
AT1G07457,787.0,True,False
AT1G07460,1143.0,True,True
AT1G07470,1690.0,True,True
AT1G07473,924.0,True,False
AT1G07476,945.0,True,False
AT1G07477,802.0,True,False
AT1G07480,2182.0,True,False
AT1G07483,221.0,True,False
AT1G07485,662.0,True,False
AT1G07487,103.0,True,False
AT1G07490,642.0,True,True
AT1G07500,266.0,True,True
AT1G07510,6715.0,True,True
AT1G07513,369.0,True,False
AT1G07520,2852.0,True,True
AT1G07530,2826.0,True,True
AT1G07540,2394.0,True,True
AT1G07543,196.0,True,False
AT1G07550,2819.0,True,True
AT1G07560,2673.0,True,True
AT1G07570,2198.0,True,True
AT1G07580,73.0,True,False
AT1G07590,2407.0,True,True
AT1G07593,88.0,True,False
AT1G07600,138.0,True,True
AT1G07610,577.0,True,True
AT1G07613,78.0,True,False
AT1G07615,1675.0,True,False
AT1G07620,2219.0,True,True
AT1G07630,2625.0,True,True
AT1G07633,112.0,True,False
AT1G07640,3383.0,True,True
AT1G07645,676.0,True,False
AT1G07647,193.0,True,False
AT1G07650,4120.0,True,True
AT1G07660,722.0,True,False
AT1G07670,3866.0,True,True
AT1G07680,702.0,True,True
AT1G07690,859.0,True,True
AT1G07700,1619.0,True,True
AT1G07702,81.0,True,False
AT1G07705,2732.0,True,True
AT1G07710,1894.0,True,False
AT1G07720,2098.0,True,True
AT1G07725,2472.0,True,False
AT1G07727,86.0,True,False
AT1G07728,2415.0,True,False
AT1G07730,1170.0,True,True
AT1G07740,2658.0,True,True
AT1G07743,810.0,True,False
AT1G07745,1669.0,True,True
AT1G07747,288.0,True,False
AT1G07750,1565.0,True,True
AT1G07757,190.0,True,False
AT1G07760,72.0,True,False
AT1G07763,237.0,True,False
AT1G07770,1653.0,True,True
AT1G07777,251.0,True,False
AT1G07780,2414.0,True,False
AT1G07790,853.0,True,True
AT1G07795,825.0,True,True
AT1G07800,,True,False
AT1G07810,3658.0,True,False
